4.146341463414633943e-01,5.691056910569105426e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.626016260162601798e-02,8.130081300813008990e-03,0.000000000000000000e+00,4.308943089430894435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.983739837398374006e-01,5.284552845528455167e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.634146341463414864e-01,0.000000000000000000e+00,2.439024390243902524e-02
0.000000000000000000e+00,6.504065040650407192e-02,0.000000000000000000e+00,5.691056910569105426e-02,1.707317073170731836e-01,4.065040650406503975e-02,3.495934959349593640e-01
6.504065040650407192e-02,3.495934959349593640e-01,8.130081300813008990e-03,2.845528455284552782e-01,0.000000000000000000e+00,8.130081300813008990e-03,8.130081300813008990e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.739837398373983546e-01,2.520325203252032353e-01,5.609756097560976151e-01,1.000000000000000000e+00,2.764227642276422814e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.252032520325203596e-02,0.000000000000000000e+00,3.089430894308943243e-01,1.626016260162601798e-02,8.130081300813008990e-03
0.000000000000000000e+00,1.626016260162601798e-02,8.130081300813008990e-03,1.300813008130081438e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.764227642276422814e-01,8.130081300813008990e-03,0.000000000000000000e+00,5.040650406504064707e-01,1.626016260162601798e-02,0.000000000000000000e+00,8.130081300813008990e-03
8.130081300813008990e-03,0.000000000000000000e+00,4.227642276422764467e-01,0.000000000000000000e+00,1.626016260162601798e-02,8.130081300813008990e-03,0.000000000000000000e+00
