1.806640625000000000e-01,6.513671875000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.148437500000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.865234375000000000e-01,0.000000000000000000e+00,7.050781250000000000e-01,0.000000000000000000e+00
1.826171875000000000e-01,1.562500000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.179687500000000000e-01,0.000000000000000000e+00,8.095703125000000000e-01
7.187500000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.748046875000000000e-01,6.406250000000000000e-01,1.552734375000000000e-01
7.177734375000000000e-01,9.804687500000000000e-01,0.000000000000000000e+00,9.687500000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.416015625000000000e-01
8.125000000000000000e-01,0.000000000000000000e+00,9.746093750000000000e-01,1.503906250000000000e-01,9.570312500000000000e-01,1.845703125000000000e-01,9.414062500000000000e-01
0.000000000000000000e+00,6.376953125000000000e-01,7.919921875000000000e-01,0.000000000000000000e+00,1.894531250000000000e-01,0.000000000000000000e+00,7.167968750000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.164062500000000000e-01,1.953125000000000000e-01,0.000000000000000000e+00,7.431640625000000000e-01,0.000000000000000000e+00
2.011718750000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.855468750000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.236328125000000000e-01,2.197265625000000000e-01,8.144531250000000000e-01,7.900390625000000000e-01,6.298828125000000000e-01,0.000000000000000000e+00
